<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
AAPL;D;211123;000000;161.17;161.79;159.07;161.41;5466499
AAPL;D;211124;000000;160.75;162.14;159.64;161.99;3338522
AAPL;D;211126;000000;159.615;160.43;156.37;156.98;4691168
AAPL;D;211129;000000;159.37;161.18;158.82;160.25;4545647
AAPL;D;211130;000000;159.985;165.52;159.93;165.44;9459920
AAPL;D;211201;000000;167.48;170.29;164.55;164.65;8639834
AAPL;D;211202;000000;158.735;164.19;157.8;163.82;7214476
AAPL;D;211203;000000;164;164.95;159.72;161.89;8335727
AAPL;D;211206;000000;164.29;167.86;164.28;165.29;6182044
AAPL;D;211207;000000;169.08;171.58;168.38;171.21;5964017
AAPL;D;211208;000000;172.125;175.94;170.73;175.07;5860803
AAPL;D;211209;000000;174.84;176.74;173.94;174.62;5343566
AAPL;D;211210;000000;175.205;179.63;174.69;179.48;6571124
AAPL;D;211213;000000;181.115;182.09;175.54;175.92;8077030
AAPL;D;211214;000000;175.25;177.71;172.21;174.34;7087589
AAPL;D;211215;000000;175.11;179.49;172.32;179.18;6430319
AAPL;D;211216;000000;179.28;181.12;170.75;172.32;9137100
AAPL;D;211217;000000;169.93;173.465;169.69;170.96;7041537
AAPL;D;211220;000000;168.28;170.57;167.47;169.91;4341662
AAPL;D;211221;000000;171.555;173.2;169.13;173.01;4315332
AAPL;D;211222;000000;173.04;175.86;172.17;175.63;4452426
AAPL;D;211223;000000;176;176.84;175.29;176.17;3071871
AAPL;D;211227;000000;177.085;180.4;177.07;180.3;3345466
AAPL;D;211228;000000;180.25;181.315;178.54;179.48;3429956
AAPL;D;211229;000000;179.33;180.62;178.15;179.37;2636814
AAPL;D;211230;000000;179.58;180.56;178.095;178.19;3085942
AAPL;D;211231;000000;177.95;179.2;177.27;177.59;2927579
AAPL;D;220103;000000;177.85;182.88;177.72;182;4023355
AAPL;D;220104;000000;182.615;182.94;179.12;179.7;4173172
AAPL;D;220105;000000;179.61;180.15;174.66;174.89;4203425
AAPL;D;220106;000000;172.63;175.29;171.65;172.04;4364282
AAPL;D;220107;000000;172.89;174.12;171.04;172.19;3772127
AAPL;D;220110;000000;169.08;172.5;168.17;172.19;4836687
AAPL;D;220111;000000;172.37;175.17;170.83;175.08;3623152
AAPL;D;220112;000000;176.08;177.17;174.85;175.57;3691031
AAPL;D;220113;000000;175.78;176.62;171.8;172.27;4357450
AAPL;D;220114;000000;171.41;173.77;171.11;173.06;3938794
AAPL;D;220118;000000;171.46;172.54;169.42;169.84;3757532
AAPL;D;220119;000000;170.01;171.08;165.94;166.2;4484178
AAPL;D;220120;000000;166.98;169.63;164.18;164.53;4409998
AAPL;D;220121;000000;164.415;166.32;162.3;162.39;6087667
AAPL;D;220124;000000;160.02;162.24;154.71;162.14;8685745
AAPL;D;220125;000000;158.95;162.76;157.02;159.94;4482281
AAPL;D;220126;000000;163.46;164.37;157.82;159.9;5421675
AAPL;D;220127;000000;162.45;163.84;158.285;159.13;5202190
AAPL;D;220128;000000;165.71;170.35;162.805;170.34;8872199
AAPL;D;220131;000000;170.15;174.99;169.54;174.96;4826459
AAPL;D;220201;000000;173.98;174.82;172.32;174.56;3413363
AAPL;D;220202;000000;174.73;175.88;173.34;175.75;3417468
AAPL;D;220203;000000;174.53;176.23;172.12;173.01;3785762
AAPL;D;220204;000000;171.68;174.095;170.7;172.27;4057152
AAPL;D;220207;000000;172.86;173.94;170.96;171.77;3153661
AAPL;D;220208;000000;171.69;175.34;171.43;174.82;3857692
AAPL;D;220209;000000;176.05;176.65;174.905;176.25;3752098
AAPL;D;220210;000000;174.14;175.48;171.55;172.32;5628191
AAPL;D;220211;000000;172.33;173.08;168.06;168.4;7246604
AAPL;D;220214;000000;167.37;169.56;166.57;168.89;5115982
AAPL;D;220215;000000;170.95;172.92;170.26;172.82;3904983
AAPL;D;220216;000000;171.85;173.33;170.05;172.53;3936086
AAPL;D;220217;000000;171.01;171.9;168.48;168.92;4112312
AAPL;D;220218;000000;169.82;170.53;166.2;167.38;5013956
AAPL;D;220222;000000;164.97;166.68;162.15;164.3;5854462
AAPL;D;220223;000000;165.54;166.15;159.75;160.14;5653282
AAPL;D;220224;000000;152.63;162.83;152;162.73;8676711
AAPL;D;220225;000000;163.84;165.03;160.88;164.88;6213425
AAPL;D;220228;000000;163.11;165.4;162.44;165.08;5351086
AAPL;D;220301;000000;164.7;166.59;161.97;163.16;6787089
AAPL;D;220302;000000;164.49;167.35;162.96;166.55;5692650
AAPL;D;220303;000000;168.47;168.9;165.56;166.24;4945844
AAPL;D;220304;000000;164.49;165.54;162.11;163.21;6148943
AAPL;D;220307;000000;163.37;165.02;159.05;159.44;6138100
AAPL;D;220308;000000;158.82;162.87;155.8;157.37;10058778
AAPL;D;220309;000000;161.475;163.41;159.42;162.96;5023866
AAPL;D;220310;000000;160.2;160.39;155.99;158.48;5943669
AAPL;D;220311;000000;158.93;159.26;154.5;154.73;6158397
AAPL;D;220314;000000;151.45;154.12;150.11;150.55;5405882
AAPL;D;220315;000000;150.97;155.565;150.38;155.15;4642211
AAPL;D;220316;000000;157.05;159.98;154.46;159.59;6142048
AAPL;D;220317;000000;158.61;161;157.63;160.92;4259360
AAPL;D;220318;000000;160.56;164.48;159.77;163.98;5900229
AAPL;D;220321;000000;163.51;166.35;163.02;165.38;4692323
AAPL;D;220322;000000;165.51;169.42;164.93;168.85;4587251
AAPL;D;220323;000000;167.99;172.64;167.65;170.23;5936419
AAPL;D;220324;000000;171.25;174.13;170.22;174.1;4453634
AAPL;D;220325;000000;173.95;175.27;172.75;174.56;4467077
AAPL;D;220328;000000;172.17;175.73;172.01;175.6;4454416
AAPL;D;220329;000000;176.69;179;176.34;179;4689862
AAPL;D;220330;000000;178.55;179.6;176.71;177.67;3983178
AAPL;D;220331;000000;177.82;178;174.41;174.65;4848743
AAPL;D;220401;000000;174.04;174.88;171.95;174.27;4321724
AAPL;D;220404;000000;174.57;178.49;174.46;178.48;3941344
AAPL;D;220405;000000;177.48;178.3;174.43;175.14;3516972
AAPL;D;220406;000000;172.39;173.63;170.13;171.52;4747640
AAPL;D;220407;000000;171.16;173.34;169.85;172.25;3920604
AAPL;D;220408;000000;171.78;171.78;169.22;170.1;4195356
AAPL;D;220411;000000;168.71;169.02;165.5;165.78;3966749
AAPL;D;220412;000000;168.02;169.87;166.64;167.65;4416003
AAPL;D;220413;000000;167.39;171.02;166.81;170.41;3140686
AAPL;D;220414;000000;170.62;171.26;165.05;165.35;3803094
AAPL;D;220418;000000;163.99;166.59;163.6;165.1;2854369
AAPL;D;220419;000000;165.02;167.81;163.92;167.45;3119978
AAPL;D;220420;000000;168.85;168.85;166.115;167.26;3547627
AAPL;D;220421;000000;168.91;171.53;165.91;166.34;5490418
AAPL;D;220422;000000;166.46;167.85;161.5;161.83;4346919
AAPL;D;220425;000000;161.12;163.16;158.47;162.9;5362272
AAPL;D;220426;000000;162.25;162.27;156.78;156.78;4384427
AAPL;D;220427;000000;155.91;159.78;155.4;156.53;3298860
AAPL;D;220428;000000;159.25;164.51;158.95;163.79;4945563
AAPL;D;220429;000000;161.84;166.18;157.275;157.69;4576229
AAPL;D;220502;000000;156.71;158.23;153.27;157.89;7788637
AAPL;D;220503;000000;158.15;160.56;156.33;159.38;4769396
AAPL;D;220504;000000;159.67;166.48;159.26;166.04;6589853
AAPL;D;220505;000000;163.85;164.07;154.96;156.81;6739833
AAPL;D;220506;000000;156;159.44;154.19;157.43;7999990
AAPL;D;220509;000000;154.925;155.82;151.5;152.32;6490284
AAPL;D;220510;000000;155.57;156.73;152.93;154.52;6927676
AAPL;D;220511;000000;153.5;155.41;145.81;146.61;8056868
AAPL;D;220512;000000;142.77;146.19;138.8;142.55;10439982
AAPL;D;220513;000000;144.7;148.105;143.12;147.09;5774720
AAPL;D;220516;000000;145.55;147.51;144.18;145.56;4544195
AAPL;D;220517;000000;148.86;149.76;146.69;149.3;3640219
AAPL;D;220518;000000;146.85;147.36;139.94;140.86;5413839
AAPL;D;220519;000000;139.84;141.65;136.605;137.32;6535978
AAPL;D;220520;000000;139.06;140.47;132.61;137.56;7346608
AAPL;D;220523;000000;137.79;143.26;137.79;143.13;4506317
AAPL;D;220524;000000;140.84;141.96;137.335;140.45;4148302
AAPL;D;220525;000000;138.43;141.78;138.37;140.68;4036598
AAPL;D;220526;000000;137.39;144.33;137.14;143.72;3938042
AAPL;D;220527;000000;145.36;149.66;145.28;149.58;4300275
AAPL;D;220531;000000;149;150.65;146.845;148.75;3801680
AAPL;D;220601;000000;149.91;151.74;147.69;148.7;3465461
AAPL;D;220602;000000;147.88;151.26;146.9;151.25;2957049
AAPL;D;220603;000000;146.83;147.97;144.47;145.31;3830435
AAPL;D;220606;000000;147.16;148.56;144.905;146.11;3207547
AAPL;D;220607;000000;144.22;148.99;144.1;148.68;2615258
AAPL;D;220608;000000;148.52;149.84;147.46;148.02;1945008
AAPL;D;220609;000000;147.09;147.95;142.53;142.61;2823640
AAPL;D;220610;000000;140.28;140.73;137.07;137.14;4612380
AAPL;D;220613;000000;132.87;135.2;131.45;131.9;4908772
AAPL;D;220614;000000;133.13;133.89;131.49;132.85;3407262
AAPL;D;220615;000000;134.29;137.34;132.18;135.4;3694422
AAPL;D;220616;000000;132.08;132.37;129.08;130.08;4587135
AAPL;D;220617;000000;130.065;133.07;129.82;131.41;5061630
AAPL;D;220621;000000;133.42;137.05;133.32;135.87;3153796
AAPL;D;220622;000000;134.79;137.75;133.91;135.31;3353141
AAPL;D;220623;000000;136.82;138.58;135.64;138.25;3674232
AAPL;D;220624;000000;139.89;141.89;139.77;141.84;3587020
AAPL;D;220627;000000;142.7;143.48;140.97;141.72;2745573
AAPL;D;220628;000000;142.24;143.415;137.33;137.5;3301548
AAPL;D;220629;000000;137.47;140.66;136.7;139.26;3198204
AAPL;D;220630;000000;137.25;138.37;133.78;136.82;4598586
AAPL;D;220701;000000;136.04;139.04;135.67;138.95;3825396
AAPL;D;220705;000000;137.78;141.61;136.95;141.61;3311669
AAPL;D;220706;000000;141.35;144.1;141.08;142.95;3399024
AAPL;D;220707;000000;143.29;146.55;143.28;146.35;3505008
AAPL;D;220708;000000;145.13;147.54;145;147;3185997
AAPL;D;220711;000000;145.67;146.63;143.79;144.89;2580866
AAPL;D;220712;000000;145.85;148.445;145.06;145.91;3734100
AAPL;D;220713;000000;142.99;146.435;142.145;145.45;3015433
AAPL;D;220714;000000;144;148.95;143.25;148.51;3891505
AAPL;D;220715;000000;149.78;150.86;148.2;150.22;3697675
AAPL;D;220718;000000;150.74;151.57;146.73;147.13;3666802
AAPL;D;220719;000000;147.92;151.22;146.94;150.97;3740801
AAPL;D;220720;000000;151.18;153.72;150.4;153.03;2981804
AAPL;D;220721;000000;154.5;155.56;151.94;155.37;3137256
AAPL;D;220722;000000;155.39;156.27;153.42;154.12;3749807
AAPL;D;220725;000000;154.03;155.04;152.3;152.98;2568754
AAPL;D;220726;000000;152.23;153.08;150.8;151.56;2732142
AAPL;D;220727;000000;152.63;157.33;152.21;156.65;3973155
AAPL;D;220728;000000;156.98;157.64;154.42;157.35;3818011
AAPL;D;220729;000000;161.24;163.62;159.5;162.57;3562767
AAPL;D;220801;000000;161.03;163.59;160.89;161.55;2724316
AAPL;D;220802;000000;160.1;162.41;159.65;160.04;2647406
AAPL;D;220803;000000;160.9;166.59;160.85;166.12;3706150
AAPL;D;220804;000000;166.005;167.18;164.435;165.8;2491387
AAPL;D;220805;000000;163.18;165.84;163;165.31;2823102
AAPL;D;220808;000000;166.37;167.8;164.21;164.9;2562356
AAPL;D;220809;000000;163.96;165.81;163.25;164.935;2654647
AAPL;D;220810;000000;167.84;169.3;166.92;169.1;3177667
AAPL;D;220811;000000;170.09;170.98;168.19;168.54;2748362
AAPL;D;220812;000000;169.82;172.13;169.42;172.13;3019650
AAPL;D;220815;000000;171.53;173.39;171.35;173.16;2059688
AAPL;D;220816;000000;172.77;173.71;171.67;173.05;2411120
AAPL;D;220817;000000;172.77;176.14;172.57;174.65;4039173
AAPL;D;220818;000000;173.75;174.89;173.12;174.155;2981928
AAPL;D;220819;000000;173.03;173.72;171.33;171.52;3257464
AAPL;D;220822;000000;169.69;169.84;167.14;167.62;3278920
AAPL;D;220823;000000;167.15;168.71;166.65;167.16;2662843
AAPL;D;220824;000000;167.1;168.105;166.245;167.63;2794369
AAPL;D;220825;000000;168.79;170.13;168.35;170.13;2636718
AAPL;D;220826;000000;170.57;171.01;163.56;163.62;4257846
AAPL;D;220829;000000;161.145;162.9;159.83;161.375;3391940
AAPL;D;220830;000000;162.17;162.56;157.73;158.92;3808447
AAPL;D;220831;000000;160.305;160.57;157.14;157.18;4126808
AAPL;D;220901;000000;156.62;158.4;154.68;157.99;4054082
AAPL;D;220902;000000;159.75;160.36;154.97;155.85;4224255
AAPL;D;220906;000000;156.47;157.08;153.71;154.61;3919855
AAPL;D;220907;000000;154.81;156.66;153.61;155.96;4067515
AAPL;D;220908;000000;154.64;156.35;152.68;154.47;4759277
AAPL;D;220909;000000;155.4;157.8;154.76;157.36;3709560
AAPL;D;220912;000000;159.59;164.26;159.41;163.48;4607336
AAPL;D;220913;000000;159.88;160.52;153.38;153.88;5699690
AAPL;D;220914;000000;154.71;157.09;153.62;155.32;4071835
AAPL;D;220915;000000;154.65;155.24;151.38;152.36;4312995
AAPL;D;220916;000000;151.21;151.35;148.39;150.47;5517134
AAPL;D;220919;000000;149.31;154.56;149.12;154.53;4307331
AAPL;D;220920;000000;153.4;158.07;153.1;156.93;4076482
AAPL;D;220921;000000;157.34;158.7;153.64;153.73;4990517
AAPL;D;220922;000000;152.31;154.47;150.92;152.68;4494815
AAPL;D;220923;000000;151.19;151.45;148.56;150.59;5316395
AAPL;D;220926;000000;149.66;153.77;149.66;150.8;4540495
AAPL;D;220927;000000;152.77;154.7;149.95;151.8;4291999
AAPL;D;220928;000000;147.64;150.64;144.84;149.79;5982006
AAPL;D;220929;000000;146.1;146.71;140.69;142.54;6437460
AAPL;D;220930;000000;141.23;143.09;138;138;5976956
AAPL;D;221003;000000;138.21;143.07;137.69;142.41;5013003
AAPL;D;221004;000000;145.03;146.21;144.26;146.12;3851380
AAPL;D;221005;000000;144.075;147.38;143.02;146.42;3451380
AAPL;D;221006;000000;145.81;147.53;145.23;145.45;3781959
AAPL;D;221007;000000;142.55;143.09;139.45;140.09;4817352
AAPL;D;221010;000000;140.42;141.88;138.59;140.37;4171456
AAPL;D;221011;000000;139.9;141.34;138.23;138.96;3601834
AAPL;D;221012;000000;139.09;140.35;138.16;138.29;3186675
AAPL;D;221013;000000;134.99;143.59;134.37;142.91;6557902
AAPL;D;221014;000000;144.31;144.51;138.19;138.3;5397811
AAPL;D;221017;000000;141.065;142.89;140.28;142.4;3716860
AAPL;D;221018;000000;145.57;146.69;140.61;143.74;5207539
AAPL;D;221019;000000;141.66;144.93;141.53;143.9;3489875
AAPL;D;221020;000000;143.02;145.88;142.65;143.32;3982223
AAPL;D;221021;000000;142.87;147.84;142.65;147.28;4700611
AAPL;D;221024;000000;147.27;150.22;146;149.56;3840190
AAPL;D;221025;000000;150.13;152.49;149.38;152.35;3054796
AAPL;D;221026;000000;150.96;151.98;148.04;149.5;4154329
AAPL;D;221027;000000;148.07;149.04;144.13;144.98;4266356
AAPL;D;221028;000000;148.2;157.5;147.84;155.71;6796871
AAPL;D;221031;000000;153.17;154.235;151.92;153.42;3040003
AAPL;D;221101;000000;155.08;155.42;149.14;150.6;4189374
AAPL;D;221102;000000;148.945;152.16;145;145.01;5089492
AAPL;D;221103;000000;142.08;142.79;138.77;138.89;4531308
AAPL;D;221104;000000;142.09;142.67;134.38;138.36;5646001
AAPL;D;221107;000000;137.11;139.14;135.68;138.98;2961617
AAPL;D;221108;000000;140.41;141.43;137.49;139.49;2841039
AAPL;D;221109;000000;138.53;138.55;134.6;134.87;3306427
AAPL;D;221110;000000;141.24;146.85;140.4;146.83;4788937
AAPL;D;221111;000000;145.82;150;144.4;149.63;4554489
AAPL;D;221114;000000;149.03;150.25;147.43;148.4;2811639
AAPL;D;221115;000000;152.25;153.59;148.57;150.03;4271506
AAPL;D;221116;000000;149.13;149.85;147.3;148.84;2597728
AAPL;D;221117;000000;146.49;151.48;146.18;150.72;2845528
AAPL;D;221118;000000;152.22;152.4;149.98;151.37;3167080
AAPL;D;221121;000000;150.155;150.25;147.715;147.92;2100519
AAPL;D;221122;000000;148.13;150.42;146.93;150.19;1933583
AAPL;D;221123;000000;149.49;151.82;149.35;151.12;2178880
AAPL;D;221125;000000;148.305;148.86;147.12;148.16;1394414
AAPL;D;221128;000000;145.17;146.63;143.4;144.2;2908336
AAPL;D;221129;000000;144.35;144.8;140.36;141.18;3262396
AAPL;D;221130;000000;141.38;148;140.56;148;3627365
AAPL;D;221201;000000;148.21;149.115;146.62;148.32;3000933
AAPL;D;221202;000000;145.96;148;145.66;147.82;2684336
AAPL;D;221205;000000;147.75;150.91;145.78;146.66;2391304
AAPL;D;221206;000000;147.06;147.28;141.92;142.91;2657580
AAPL;D;221207;000000;142.19;143.36;140.01;140.96;2964991
AAPL;D;221208;000000;142.38;143.52;141.11;142.64;2250116
AAPL;D;221209;000000;142.34;145.57;140.93;142.18;2942575
AAPL;D;221212;000000;142.7;144.5;141.07;144.5;2084549
AAPL;D;221213;000000;149.67;149.96;144.24;145.48;4678388
AAPL;D;221214;000000;145.41;146.65;141.16;143.2;3944229
AAPL;D;221215;000000;141.11;141.8;136.03;136.43;4802914
AAPL;D;221216;000000;136.685;137.65;133.73;134.5;4402028
AAPL;D;221219;000000;135.11;135.2;131.33;132.35;3024696
AAPL;D;221220;000000;131.62;133.24;129.89;132.27;3047525
AAPL;D;221221;000000;133.03;136.8;132.76;135.45;3237155
AAPL;D;221222;000000;134.4;134.53;130.3;132.23;3459568
AAPL;D;221223;000000;130.92;132.41;129.67;131.85;2213939
AAPL;D;221227;000000;131.37;131.37;128.72;130.05;2200836
AAPL;D;221228;000000;129.72;131.025;125.88;126.05;2814626
AAPL;D;221229;000000;127.99;130.48;127.73;129.6;2710191
AAPL;D;221230;000000;128.41;129.95;127.46;129.91;3106560
AAPL;D;230103;000000;130.26;130.89;124.18;125.05;3992094
AAPL;D;230104;000000;126.89;128.65;125.08;126.37;3482047
AAPL;D;230105;000000;127.13;127.74;124.76;125.05;2766643
AAPL;D;230106;000000;126.2;130.28;124.91;129.54;3366461
AAPL;D;230109;000000;130.465;133.41;129.89;130.18;2400530
AAPL;D;230110;000000;130.26;131.24;128.12;130.75;2253268
AAPL;D;230111;000000;131.4;133.48;130.48;133.47;2429281
AAPL;D;230112;000000;134.05;134.25;131.45;133.39;1961904
AAPL;D;230113;000000;132.03;134.91;131.67;134.75;2105432
AAPL;D;230117;000000;134.88;137.28;134.16;135.94;1867671
AAPL;D;230118;000000;136.815;138.61;135.04;135.21;2853713
AAPL;D;230119;000000;134.01;136.24;133.77;135.29;2220672
AAPL;D;230120;000000;135.29;138;134.23;137.88;2716142
AAPL;D;230123;000000;138.12;143.305;137.91;141.1;3250678
AAPL;D;230124;000000;140.305;143.15;140.3;142.55;2014146
AAPL;D;230125;000000;140.89;142.43;138.82;141.84;2585997
AAPL;D;230126;000000;143.17;144.25;141.91;143.93;2194105
AAPL;D;230127;000000;143.155;147.225;143.13;145.97;2661043
AAPL;D;230130;000000;144.955;145.53;142.86;142.92;2262220
AAPL;D;230131;000000;142.7;144.34;142.28;144.29;2011696
AAPL;D;230201;000000;143.97;146.61;141.34;145.43;3029543
AAPL;D;230202;000000;148.9;151.18;148.18;150.91;4269790
AAPL;D;230203;000000;148.03;157.36;147.85;154.51;5519194
AAPL;D;230206;000000;152.575;153.1;150.79;151.7;2548517
AAPL;D;230207;000000;150.76;155.23;150.72;154.67;3392228
AAPL;D;230208;000000;153.76;154.56;151.17;151.95;2670254
AAPL;D;230209;000000;153.775;154.32;150.43;150.86;2529046
AAPL;D;230210;000000;149.46;151.33;149.23;151.01;2382380
AAPL;D;230213;000000;150.95;154.25;150.95;153.85;2155727
AAPL;D;230214;000000;152.12;153.76;150.86;153.16;2627282
AAPL;D;230215;000000;153.11;155.5;152.88;155.33;2034967
AAPL;D;230216;000000;153.56;156.32;153.35;153.71;2944532
AAPL;D;230217;000000;152.35;153;150.85;152.53;2428609
AAPL;D;230221;000000;150.2;151.285;148.41;148.45;2093263
AAPL;D;230222;000000;148.87;149.95;147.16;148.94;2069914
AAPL;D;230223;000000;150.09;150.34;147.24;149.41;2201824
AAPL;D;230224;000000;147.08;147.19;145.73;146.73;2633065
AAPL;D;230227;000000;147.71;149.16;147.46;147.9;2037695
AAPL;D;230228;000000;147.05;149.08;146.84;147.42;2160765
AAPL;D;230301;000000;146.83;147.21;145.01;145.35;2537590
AAPL;D;230302;000000;144.41;146.71;143.9;145.95;2140403
AAPL;D;230303;000000;148.09;151.11;147.34;151.08;3177366
AAPL;D;230306;000000;153.785;156.29;153.47;153.91;3759587
AAPL;D;230307;000000;153.7;154.02;151.14;151.58;2874863
AAPL;D;230308;000000;152.87;153.45;151.87;152.89;2126120
AAPL;D;230309;000000;153.55;154.53;150.24;150.54;2474774
AAPL;D;230310;000000;150.21;150.94;147.615;148.52;4414108
AAPL;D;230313;000000;147.805;153.14;147.7;150.48;4624090
AAPL;D;230314;000000;151.28;153.4;150.1;152.52;3687357
AAPL;D;230315;000000;151.19;153.23;149.92;153;4636310
AAPL;D;230316;000000;152.32;156.45;151.64;155.9;4334493
AAPL;D;230317;000000;156.08;156.74;154.28;155.05;3912960
AAPL;D;230320;000000;155.07;157.82;154.15;157.47;3948791
AAPL;D;230321;000000;157.3;159.4;156.58;159.4;3482963
AAPL;D;230322;000000;159.23;162.14;157.83;157.87;4017816
AAPL;D;230323;000000;158.78;161.55;157.68;158.92;4111741
AAPL;D;230324;000000;158.83;160.34;157.86;160.29;2806223
AAPL;D;230327;000000;159.94;160.75;157.88;158.3;2685215
AAPL;D;230328;000000;157.87;158.13;155.98;157.675;2080595
AAPL;D;230329;000000;159.37;161.04;159.36;160.78;2507409
AAPL;D;230330;000000;161.53;162.47;161.3;162.37;2265641
AAPL;D;230331;000000;162.44;165;162.18;164.9;3269646
AAPL;D;230403;000000;164.27;166.29;164.25;166.11;2337901
AAPL;D;230404;000000;166.62;166.835;165.11;165.63;1944954
AAPL;D;230405;000000;164.74;165.03;161.81;163.75;2372610
AAPL;D;230406;000000;162.43;164.945;162.02;164.64;2033417
AAPL;D;230410;000000;161.45;162.03;160.1;162.02;2019459
AAPL;D;230411;000000;162.29;162.32;160.51;160.82;2028607
AAPL;D;230412;000000;161.22;162.05;159.78;160.12;2421411
AAPL;D;230413;000000;161.62;165.795;161.45;165.62;3148586
AAPL;D;230414;000000;164.59;166.31;163.83;165.22;2145130
AAPL;D;230417;000000;165.09;165.39;164.06;165.26;1752760
AAPL;D;230418;000000;165.99;167.41;165.66;166.45;1782987
AAPL;D;230419;000000;165.75;168.15;165.56;167.62;1752754
AAPL;D;230420;000000;166.09;167.87;165.57;166.62;2343894
AAPL;D;230421;000000;165.05;166.45;164.5;165.01;2525801
AAPL;D;230424;000000;164.93;165.6;163.9;165.35;1759789
AAPL;D;230425;000000;165.18;166.305;163.73;163.79;2368480
AAPL;D;230426;000000;163.055;165.27;162.83;163.73;2279494
AAPL;D;230427;000000;165.19;168.53;165.19;168.44;2922016
AAPL;D;230428;000000;168.45;169.85;167.89;169.68;2453007
AAPL;D;230501;000000;169.28;170.44;168.64;169.59;1914697
AAPL;D;230502;000000;170.09;170.35;167.55;168.55;2246439
AAPL;D;230503;000000;169.52;170.92;167.16;167.46;2913114
AAPL;D;230504;000000;164.84;167.04;164.315;165.79;3185365
AAPL;D;230505;000000;170.93;174.3;170.76;173.64;4646437
AAPL;D;230508;000000;172.48;173.84;172.12;173.53;2122836
AAPL;D;230509;000000;173.05;173.54;171.63;171.8;1982168
AAPL;D;230510;000000;172.98;174.03;171.905;173.545;2680222
AAPL;D;230511;000000;173.85;174.57;172.17;173.83;2353230
AAPL;D;230512;000000;173.71;174.06;171;172.54;2054367
AAPL;D;230515;000000;173.14;173.18;171.47;172.14;1461053
AAPL;D;230516;000000;171.99;173.13;171.8;172.08;1712396
AAPL;D;230517;000000;171.71;172.92;170.43;172.66;2344510
AAPL;D;230518;000000;173.08;175.23;172.59;175.065;2732402
AAPL;D;230519;000000;176.22;176.29;174.96;175.19;2290019
AAPL;D;230522;000000;173.98;174.71;173.47;174.28;1625209
AAPL;D;230523;000000;173.13;173.35;171.285;171.54;2245446
AAPL;D;230524;000000;171.09;172.41;170.54;171.85;1824086
AAPL;D;230525;000000;172.56;173.89;171.7;173.025;2220437
AAPL;D;230526;000000;173.32;175.77;173.11;175.38;2412466
AAPL;D;230530;000000;176.97;178.98;176.59;177.33;2606304
AAPL;D;230531;000000;177.325;179.35;176.77;177.45;3391046
AAPL;D;230601;000000;177.7;180.12;176.94;180.1;2341163
AAPL;D;230602;000000;181.03;181.745;179.27;180.92;2463166
AAPL;D;230605;000000;182.63;184.95;178.04;179.61;5468731
AAPL;D;230606;000000;179.965;180.1;177.45;179.15;2750448
AAPL;D;230607;000000;178.46;181.205;177.32;177.83;3678258
AAPL;D;230608;000000;177.93;180.84;177.47;180.56;2559136
AAPL;D;230609;000000;181.5;182.22;180.63;181.06;2227151
AAPL;D;230612;000000;181.27;183.89;180.97;183.84;2293414
AAPL;D;230613;000000;182.8;184.13;182.44;183.32;2497283
AAPL;D;230614;000000;183.37;184.39;182.02;183.96;2855583
AAPL;D;230615;000000;183.96;186.52;183.8;186.02;3565919
AAPL;D;230616;000000;186.62;186.82;184.66;185.02;3014539
AAPL;D;230620;000000;184.41;186.1;184.41;185.02;2586969
AAPL;D;230621;000000;184.83;185.4;182.6;183.96;2517549
AAPL;D;230622;000000;183.75;187.04;183.7;186.96;2178354
AAPL;D;230623;000000;185.51;187.56;185.01;186.7;2148538
AAPL;D;230626;000000;186.75;188.05;185.24;185.31;1928260
AAPL;D;230627;000000;185.95;188.38;185.67;188.04;1790401
AAPL;D;230628;000000;187.93;189.9;187.61;189.29;2212048
AAPL;D;230629;000000;189.11;190.06;188.94;189.6;2032957
AAPL;D;230630;000000;191.63;194.48;191.27;193.77;3163401
AAPL;D;230703;000000;193.755;193.88;191.76;192.46;1347994
AAPL;D;230705;000000;191.57;192.97;190.62;191.33;1687104
AAPL;D;230706;000000;189.91;192.02;189.21;191.77;1808993
AAPL;D;230707;000000;191.41;192.66;190.255;190.7;2154179
AAPL;D;230710;000000;189.27;189.98;187.04;188.63;2259683
AAPL;D;230711;000000;189.21;189.26;186.6;188.05;1813306
AAPL;D;230712;000000;189.74;191.69;188.475;189.84;2390701
AAPL;D;230713;000000;190.42;191.18;189.78;190.53;1549903
AAPL;D;230714;000000;190.23;191.175;189.64;190.72;2147472
AAPL;D;230717;000000;191.9;194.31;191.82;193.98;2010168
AAPL;D;230718;000000;193.32;194.33;192.42;193.74;2012282
AAPL;D;230719;000000;193.1;198.22;192.65;195.08;3503159
AAPL;D;230720;000000;195.09;196.45;192.5;193.14;3016717
AAPL;D;230721;000000;194.125;194.95;191.33;191.95;2134277
AAPL;D;230724;000000;193.4;194.91;192.29;192.76;1464078
AAPL;D;230725;000000;193.33;194.44;192.93;193.63;1313627
AAPL;D;230726;000000;193.65;195.64;193.335;194.52;1783761
AAPL;D;230727;000000;196;197.19;192.55;193.21;1992794
AAPL;D;230728;000000;194.66;196.61;194.14;195.84;2378079
AAPL;D;230731;000000;196.03;196.48;195.26;196.48;1523720
AAPL;D;230801;000000;196.23;196.73;195.29;195.62;1267312
AAPL;D;230802;000000;195.01;195.18;191.86;192.59;1812059
